stringsfile version 1
1050
str_no_string NO_STRING!
str_mp_landshut_flag_1 North_Trench
str_mp_landshut_flag_2 South_Trench
str_mp_landshut_flag_3 The_Red_House
str_mp_landshut_flag_4 Hill_87
str_mp_russian_village_flag_1 Logger's_Village
str_mp_russian_village_flag_2 Hunter's_Village
str_mp_russian_village_flag_3 russian_village
str_mp_minden_flag_1 Basecamp
str_mp_minden_flag_2 Minden
str_mp_minden_flag_3 Hahlen
str_mp_minden_flag_4 Netsband_Farm
str_mp_minden_flag_5 Stemmer
str_mp_minden_flag_6 Todtenhausen_Inn
str_mp_minden_flag_7 Malbergen_Chapel
str_mp_minden_flag_8 Neuland
str_mp_minden_flag_9 Finter_Reie
str_mp_oaksfield_flag_1 Headquaters__1
str_mp_oaksfield_flag_2 Headquaters__2
str_mp_oaksfield_flag_3 Wheat_Farm
str_mp_oaksfield_flag_4 Market
str_mp_oaksfield_flag_5 Oakstown
str_mp_quatre_bras_flag_1 Pireaumont
str_mp_quatre_bras_flag_2 Quatre_Bras
str_mp_quatre_bras_flag_3 Bossu_Woods
str_mp_quatre_bras_flag_4 Petit_Pireaumont
str_mp_quatre_bras_flag_5 Gemioncourt
str_mp_river_crossing_flag_1 Redoubt_1
str_mp_river_crossing_flag_2 Redoubt_2
str_mp_river_crossing_flag_3 Town_of_Martinitz
str_mp_roxburgh_flag_1 Fisherman's_Market
str_mp_roxburgh_flag_2 Riverside_Village
str_mp_roxburgh_flag_3 Lakeside_Villa
str_mp_roxburgh_flag_4 Makers_Village
str_mp_roxburgh_flag_5 Middleton’s_Town
str_mp_roxburgh_flag_6 Shrine
str_mp_roxburgh_flag_7 Lumberjack's_Lodge
str_mp_schemmerbach_flag_1 Schmmerbach_Farm
str_mp_schemmerbach_flag_2 Schemmerbach_Bridge
str_mp_schemmerbach_flag_3 River_Crossing
str_mp_schemmerbach_flag_4 Hemp_Field
str_mp_slovenian_village_flag_1 Road_to_slovenian_village
str_mp_slovenian_village_flag_2 Harbour
str_mp_slovenian_village_flag_3 slovenian_village
str_mp_slovenian_village_flag_4 Forest
str_mp_slovenian_village_flag_5 River
str_mp_champs_elysees_flag_1 Southern_Street
str_mp_champs_elysees_flag_2 Northern_Street
str_mp_champs_elysees_flag_3 Village
str_mp_champs_elysees_flag_4 Forest
str_mp_champs_elysees_flag_5 Farm
str_mp_champs_elysees_flag_6 North-West_Quarter
str_mp_champs_elysees_flag_7 Arc_de_Triomphe
str_mp_fort_vincey_flag_1 Fort_Whittington
str_mp_fort_vincey_flag_2 The_Small_Redoubt
str_mp_fort_vincey_flag_3 The_Advanced_Redoubt
str_mp_fort_vincey_flag_4 The_Trench
str_mp_fort_vincey_flag_5 The_Great_Redoubt
str_mp_swamp_flag_1 The_Camp
str_mp_swamp_flag_2 Siegburg
str_mp_swamp_flag_3 The_Bridge
str_mp_swamp_flag_4 Swamp_Island
str_mp_swamp_flag_5 Main_Road
str_mp_swamp_flag_6 Graveyard
str_mp_swamp_flag_7 Fisherman's_House
str_mp_walloon_farm_flag_1 East_Camp
str_mp_walloon_farm_flag_2 West_Camp
str_mp_walloon_farm_flag_3 East_Hill
str_mp_walloon_farm_flag_4 Farm
str_mp_walloon_farm_flag_5 West_Hill
str_mp_walloon_farm_flag_6 Redoubt
str_scene_making_welcome_message Welcome_to_the_scene_editing_gamemode.^Here_you_can_create_new_scenes_or_edit_existing_ones.^^Prop_settings:^^#_Weather_props:^spr_mm_weather_time______#_var1_=_time_of_day_0-23;_Default_=_15_(hours)^spr_mm_weather_rain______#_var1_=_rain_type;_1_=_rain_2_=_snow,_var2_=_rain_amount_0-25^spr_mm_weather_clouds____#_var1_=_cloud_amount_0-100;_Default_=_30^spr_mm_weather_fog_______#_var1_=_fog_distance_in_meters_x_10_where_fog_completely_blocks_visibility._1-127^spr_mm_weather_thunder___#_var1_=_thunder_type:_0_=_none_1_=_thunder_only_2_=_thunder_&_lighting,^_________________________#_var2_=_thunder_frequency_0-100_;_the_higher_value_the_more_thunder.^^#_Door_props:^All_openable_doors_______#_var1_=_Team_ownership;_1_=_Team1_can_open,_2_=_Team2_can_open;_else_all_can_open.^^#_Cannon_setting_props:^spr_mm_spawn_with_cannon_#_If_added_to_the_map_artillery_sargeants_spawn_with_the_cannon.^
str_tutorial_info_1 Hell's_bells!_This_is_bloody_coffee!_I_said_TEEEEAAA!!!..._I_say!_You_there!_Welcome_to_the_Mount&Blade:_Napoleonic_Wars_tutorial,_my_good_man!^_Now,_to_begin_your_training,_use_the_'WASD'_keys_to_walk_to_the_position_indicated_by_the_pointer_arrow._You_can_use_the_mouse_to_look_around,_all_the_better_to_spot_the_French_with!_Eh?_Bleeehaha!
str_tutorial_info_2 See_that_glorious_piece_of_British_engineering_in_front_of_you?__Look_at_the_musket__and_press_'F'_to_pick_it_up!
str_tutorial_info_3 Wonderful!_You_are_armed,_sir!_Now_let_us_do_some_damage_to_those_targets_in_front_of_you.^Hold_down_the_left_mouse_button_to_aim_your_musket_and_use_your_mouse_to_change_the_direction_of_your_aim._Note_that_muskets_are_somewhat_unpredictable,_or_more_to_the_point,_frightfully_inaccurate._Bleahaha!^Once_you_are_happy_with_your_aim,_you_may_proceed_to_let_go_of_the_left_mouse_button_in_order_to_fire!
str_tutorial_info_4 Bad_luck!_It_seems_you_have_missed_the_target._Time_to_reload_your_weapon_and_try_again.^_To_reload,_click_the_left_mouse_button_and_wait_for_your_character_to_finish_reloading_-_it_will_take_a_couple_of_seconds_so_be_patient._Remember_though,_you_cannot_move_while_reloading.^Once_you_have_reloaded,_take_another_shot_at_hitting_the_targets._Do_not_worry_if_you_miss,_you_can_always_reload_and_try_again.
str_tutorial_info_5 Well_done_sir!_Now,_if_you_wish,_you_may_keep_practicing;^_otherwise,_if_you_feel_you_have_gotten_the_hang_of_firing,_you_may_move_on_to_the_next_area_on_the_left,_where_the_arrow_is_pointing.
str_tutorial_info_6 Well_done_sir!_If_you_wish,_sir,_you_may_reload_your_weapon_and_fire_again.^_To_reload,_click_the_left_mouse_button_and_wait_for_your_character_to_finish_reloading_-_it_will_take_a_couple_of_seconds_so_be_patient._Remember_though,_you_cannot_move_while_reloading.^Once_you_feel_that_you_have_gotten_the_hang_of_it,_you_may_move_on_to_the_next_area_on_the_left,_where_the_arrow_is_pointing.
str_tutorial_info_7 There_are_times_in_battle_when_it_is_preferable_to_get_up_close_and_personal_with_old_Frenchie,_and_that_is_why_your_musket_is_equipped_with_a_bayonet.^However,_your_musket_is_currently_in_'firing_mode';_to_use_the_bayonet_you_need_to_change_to_'melee_mode'._The_button_to_toggle_between_the_modes_is_'X'._Press_it_now.
str_tutorial_info_8 Excellent._You_are_now_in_melee_mode_and_ready_to_charge_those_dummies_with_your_bayonet.^BUT!_Before_you_do_that,_there_is_another_important_matter_you_should_know_about.^You_do_not_have_to_stand_up_all_the_time,_you_can_also_crouch._Press_'Z'_to_do_so.
str_tutorial_info_9 Good!_As_you_can_see_you_are_now_crouching._Since_you_are_also_in_'melee_mode'_you_can_see_that_your_character_is_bracing_his_bayonet._This_is_very_effective_against_frontal_cavalry_attacks.^Rise_up_to_continue._To_do_so,_either_press_'Z'_again_or_simply_use_any_of_the_movement_keys.
str_tutorial_info_10 Now_on_to_attacking_and_defending._To_attack,_press_the_left_mouse_button_while_moving_the_mouse_in_the_direction_you_wish_to_attack._Your_bayoneted_musket_only_has_two_directions:_up_and_down._Other_weapons_may_have_other_directions._Swords,_for_example,_have_four_attack_directions:_up,_down,_left_and_right._To_release_your_attack,_let_go_of_the_left_mouse_button.^Defense_works_in_a_similar_fashion._Hold_the_right_mouse_button_while_moving_the_mouse_in_the_direction_you_wish_to_block._All_weapons_can_block_in_all_four_directions._Make_sure_you_are_blocking_your_enemy's_attack_from_the_right_direction,_or_the_frogs_will_make_quick_work_of_you.^^Now_practice_with_your_bayonet_by_destroying_all_the_dummies_in_the_area.
str_tutorial_info_11 Well_done!
str_tutorial_info_12 Now_that_you_have_mastered_the_basics_of_infantry_combat,_we_will_move_on_to_cavalry.^You_have_been_given_some_rather_splendidly_polished_equipment_and_a_magnificent_horse._To_mount_said_horse,_walk_up_to_it_and_press_'F'.
str_tutorial_info_13 So_you_have_mounted_up?_Excellent._To_move_while_mounted_you_will_maintain_the_use_of_the_'WASD'_keys,_but_the_basics_of_movement_is_slightly_different:_'W'_will_increase_your_speed_and_'S'_will_decrease_it;_while_'A'_and_'D'_will_turn_your_horse._By_moving_the_mouse_you_may_look_around_-_but_doing_so_will_not_automatically_turn_the_horse._Try_this_now_by_moving_to_were_the_arrow_points.
str_tutorial_info_14 Marvelous!_Now_bring_the_horse_to_a_stop._It_is_time_to_do_some_horseback_shooting._See_those_targets_in_the_distance?_Shooting_on_horseback_is_very_similar_to_shooting_on_foot,_so_use_what_you_have_learned_before_to_hit_any_one_of_the_targets.
str_tutorial_info_15 Oh_hell_and_buckshot!_You_have_missed!_Do_not_worry_though,_you_can_reload_and_try_again,_just_as_before._But_remember,_the_rule_that_you_have_to_be_still_while_firing_counts_on_horseback_as_well._You_can_try_again,_once_you_have_reloaded_your_firearm.
str_tutorial_info_16 Now_you_have_got_it!_You_can_keep_practicing_some_more,_if_you_wish.^^Once_you_are_ready_to_proceed,_we_will_cover_the_basic_joys_of_horseback_melee._You_will_require_a_sword_for_this._To_switch_to_the_sword,_scroll_your_mouse_wheel_upwards.
str_tutorial_info_17 Bravo!_You_can_keep_firing_if_you_wish._Just_remember,_the_rule_that_you_have_to_be_stationary_while_firing_counts_on_horseback_as_well.^^Once_you_are_ready_to_proceed,_we_will_cover_the_basic_joys_of_horseback_melee._You_will_require_a_sword_for_this._To_switch_to_the_sword,_scroll_your_mouse_wheel_upwards.
str_tutorial_info_18 Just_like_shooting,_melee_fighting_on_horseback_is_similar_to_fighting_on_foot._So_ride_alongside_those_dummies_and_destroy_them.^Try_to_hit_them_while_maintaining_movement,_as_standing_still_takes_away_your_advantage_in_speed_and_maneuverability._If_you_time_your_strikes_right,_you_can_hit_the_enemy_and_be_well_away_before_the_blighter_even_knows_he_is_dead.
str_tutorial_info_19 Splendid!_You_now_know_the_most_important_aspects_of_cavalry_fighting.
str_tutorial_info_20 Finally!_It_is_time_for_some_artillery_training.^Walk_up_to_the_cannon_and_take_some_ammunition_from_the_box.^^There_are_three_main_types_of_ammunition:^Round_shot_is_a_multi-purpose_shot_that_is_especially_useful_against_buildings;^Canister_shots_release_a_hail_of_grapeshot_that_kills_anyone_right_in_front_of_the_cannon,_but_it_is_notoriously_ineffective_at_hitting_long_rang_targets;^Explosive_shells_are_extremely_effective_against_enemy_troops,_as_they_explode_sending_metal_fragments_flying_in_all_directions._Explosive_shells_however,_are_not_available_for_standard_cannons.
str_tutorial_info_21 Put_the_ammunition_into_the_barrel_from_the_front_of_the_cannon._To_do_so,_look_at_the_front,_once_you_see_the_text_'Place_Ammunition',_hold_down_'F'_until_the_progress_bar_reaches_the_end.
str_tutorial_info_22 Now_you_need_to_use_your_ramrod_to_reload_the_cannon._Again,_look_at_the_front_of_the_barrel_and_hold_'F'_until_done.
str_tutorial_info_23 Before_you_can_fire,_you_will_want_to_push_the_cannon_forward._To_do_so,_look_at_it_and_hold_down_'F'.
str_tutorial_info_24 Finally,_look_at_the_back_of_the_barrel_until_you_see_the_message_'Take_Control'._Then_press_'F'_to_take_control_of_the_cannon.
str_tutorial_info_25 Now_you_control_the_cannon_sir!_Again,_use_the_mouse_to_aim._Pressing_the_Left_Mouse_Button_will_fire_the_cannon_and_pressing_the_Right_Mouse_Button_will_cancel_control,_but_for_now,_press_the_LMB_to_fire.
str_tutorial_info_26 This_is_the_end_of_the_tutorial._You_now_know_all_the_basics_of_fighting_in_Mount&Blade:_Napoleonic_Wars._Press_'Tab'_to_leave_this_tutorial_when_you_are_ready.^^Good_luck_on_the_battlefield,_sir!_Dismissed_for_tea_and_crumpets!
str_german_sniper Scharfschutze
str_french_sniper Tireur_d'Elite
str_mg_gunner Gunner
str_french_bomber Bomber
str_artilleryman Artilleryman
str_call_artillery Call_Artillery
str_mortar_squad Mortar_Squad
str_pioneer Pioneer
str_mg_assistant Assistant
str_mg_ammo_bearer Ammo_Bearer
str_ammo_count {reg0}_/_{reg1}
str_vienna_1 Crates_cleared:_{reg0}/{reg1}
str_austerlitz_1_1 Waves_defeated:_{reg0}/{reg1}
str_dresden_1_1 Attackers_defeated:_{reg0}/{reg1}
str_dresden_1_2 Waves_defeated:_{reg0}/{reg1}
str_dresden_2_1 Squares_destroyed:_{reg0}/{reg1}
str_dresden_2_2 Lines_destroyed:_{reg0}/{reg1}
str_cutscene_vienna_1 The_Danube_River,_the_second_longest_in_Europe,_divides_the_Austrian_Empire_in_two._^Following_their_failure_in_the_Ulm_campaign,_the_Austrian_Army_is_retreating_across_the_river_at_Vienna.
str_cutscene_vienna_2 The_French_advance_guard,_however,_is_not_far_behind._^All_other_bridges_being_destroyed,_the_crossing_at_Vienna_is_vital_for_the_French.
str_cutscene_vienna_3 Should_the_Austrians_notice_a_French_attempt_at_crossing_they_will_blow_up_the_bridge._^If_they_succeed,_the_French_will_be_unable_to_pursue_the_retreating_allied_army_and_the_victory_at_Ulm_will_be_for_nothing.
str_cutscene_vienna_4 As_such_the_French_marshals,_Murat_and_Lannes,_are_in_a_though_spot;_^They_need_to_get_across_the_bridge_without_the_Austrians_noticing.
str_cutscene_vienna_5 To_do_so,_they_have_decided_to_deploy_a_ruse:_^Murat_and_Lannes_will_attempt_to_convince_the_Austrians_that_a_truce_has_already_been_signed.
str_cutscene_vienna_6 Meanwhile,_you_will_have_to_silently_clear_the_bridge_so_the_army_can_cross...
str_cutscene_austerlitz_1_1 You_arrive_at_the_battlefield_near_the_village_of_Sokolnitz._^Scouts_report_the_Russians_have_captured_the_village_and_you_are_to_retake_it.
str_cutscene_austerlitz_1_2 Look!_Someone_is_approching.
str_cutscene_austerlitz_1_3 Messenger:_'The_Russians_have_capture_the_village!_It_is_vital_that_you_retake_it!'
str_cutscene_austerlitz_1_4 It_would_seem_the_battle_is_closer_than_we_thought._^Very_well_then,_retake_the_village_from_the_Russians!
str_cutscene_austerlitz_1_5 The_village_is_back_under_French_control,_well_done!_^But_the_Russians_are_already_sending_soldiers_to_recapture_it,_make_sure_they_won't_succeed.
str_cutscene_austerlitz_1_6 Reinforcements_have_arrived!
str_cutscene_austerlitz_1_7 You_have_successfully_defended_the_village_form_the_enemy._^This_will_greatly_help_us_on_our_path_to_victory!
str_cutscene_austerlitz_1_8 Another_messenger!
str_cutscene_austerlitz_1_9 Messenger:_'The_general_has_heard_of_your_great_success_in_capturing_and_holding_the_village_^You'd_better_go_and_tell_the_Emperor_himself_of_these_good_news!
str_cutscene_dresden_1_1 The_City_of_Dresden,_Capitol_of_Saxony._^The_city_is_under_heavy_attack_by_Coalition_forces_and_you_have_to_help_saving_it.
str_cutscene_dresden_1_2 The_Russians_have_already_taken_the_walls_and_more_of_them_are_preparing_an_assault_on_the_gates._^Your_orders_are_to_clear_the_walls_while_your_allies_move_and_hold_the_gates.
str_cutscene_dresden_1_3 The_walls_are_safe_for_now,_but_the_threat_to_the_city_is_not_yet_averted._^Your_allies_by_the_gate_can't_hold_out_much_longer,_you_need_to_help_them!
str_cutscene_dresden_1_4 The_first_assault_has_been_broken_down,_but_the_enemy_is_already_sending_more_men_to_attack._^You_must_not_let_them_get_past_the_gate_again!
str_cutscene_dresden_1_5 The_Russian_attack_lines_are_growing_thinner_and_the_pressure_on_the_walls_are_easying._^The_general_have_been_able_to_spare_some_men_to_support_you.
str_cutscene_dresden_1_6 The_assault_has_come_to_a_stop_and_the_enemy_are_in_disarray._^Use_this_oportunity_to_sally_out_and_drive_the_enemy_away_from_the_city!
str_cutscene_dresden_2_1 While_the_defense_of_the_city_was_a_success,_the_outlying_farms_and_villages_are_still_in_enemy_hands._^Your_orders_are_to_liberate_this_village_from_Austrian_control.
str_cutscene_dresden_2_2 But_to_do_so,_you_must_first_clear_the_area_of_any_Austrians_still_out_in_the_open._^Scout_report_that_there_is_a_group_of_four_companies_ahead_of_your_position.
str_cutscene_dresden_2_3 Unfortunatly_they_have_already_noticed_your_dragoons_and_have_formed_squares_to_face_the_threat._^This_will_be_a_though_fight,_as_your_infantry_and_artillery_are_still_way_behind_and_cannot_support_you.
str_cutscene_dresden_2_4 But_it_seems_that_the_Austrian_commander_have_ventured_a_bit_too_far_from_his_troops!_^If_you_can_capture_him,_his_men_might_lose_heart_and_the_figthing_ahead_will_be_easier...
str_cutscene_dresden_2_5 The_squares_have_been_defeated,_but_the_enemy_still_holds_the_village._^It_is_time_to_attack_and_capture_it.
str_cutscene_dresden_2_6 Luckily_more_cavalry_is_arriving_to_support_you._^Use_it_well_and_victory_will_be_ours._En_avant!
str_mission_briefing_1 December_1,_1805^It_was_a_fine_respite,_but_now_we_march_once_again._Praise_God_this_will_be_our_final_effort!_^It_is_said_that_we_shall_march_directly_into_the_battle.^^Our_time_on_the_outskirts_of_Vienna_was_surely_the_finest_days_of_the_campaign._Rich_villages_^with_large,_clean_houses,_wonderful_food_and_wine_--_and_of_course_the_pretty_girls_all_helped_us_^replenish_our_energies.^We_had_been_shaken_by_the_endless_marches_through_terrible_weather._Exhausted_by_our_pursuit_^of_the_retreating_Allied_forces._It_was_good_to_forget,_for_a_little_while.^^But_our_peaceful_rest_ended_abruptly;_we_received_the_order_to_rejoin_the_main_army_as_quickly_as_^possible,_and_now_we_march_madly_to_battle_once_more._In_a_forced_march_we_have_left_nearly_half_^of_the_regiment_behind,_but_general_Friant_is_determined_to_arrive_to_the_battlefield_on_time,_^and_will_not_pause_for_our_supporting_forces_to_rejoin_us.^^The_Allies_are_said_to_greatly_outnumber_our_own_troops,_especially_in_cavalry._It_seems_that_the_^battle_will_be_defensive_this_time,_but_the_situation_remains_unclear._A_messenger_from_the_Emperors_^headquarters_informed_us,_as_he_rode_past_our_column,_that_our_rear_guard_had_been_driven_back_^near_a_place_called_Vishau,_and_were_retreating_towards_Austerlitz^^I_dare_not_speak_of_it,_but_thoughts_of_the_upcoming_battle_fill_me_with_terror._Marengo_was_the_last_^Well,_I_should_say_the_only_large_battle_I_took_part_in,_and_this_was_almost_5_years_ago._I_still_^remember_the_horrible_things_I_saw_that_day;_it_makes_my_body_shake_to_think_of_it._^Luckily,_I_have_been_able_to_conceal_my_feelings_thus_far;_^our_men_despise_cowardice,_and_treat_it_as_treason.
str_mission_briefing_2 December_1,_1805^It_was_a_fine_respite,_but_now_we_march_once_again._Praise_God_this_will_be_our_final_effort!_^It_is_said_that_we_shall_march_directly_into_the_battle.^^Our_time_on_the_outskirts_of_Vienna_was_surely_the_finest_days_of_the_campaign._Rich_villages_^with_large,_clean_houses,_wonderful_food_and_wine_--_and_of_course_the_pretty_girls_all_helped_us_^replenish_our_energies.^We_had_been_shaken_by_the_endless_marches_through_terrible_weather._Exhausted_by_our_pursuit_^of_the_retreating_Allied_forces._It_was_good_to_forget,_for_a_little_while.^^But_our_peaceful_rest_ended_abruptly;_we_received_the_order_to_rejoin_the_main_army_as_quickly_as_^possible,_and_now_we_march_madly_to_battle_once_more._In_a_forced_march_we_have_left_nearly_half_^of_the_regiment_behind,_but_general_Friant_is_determined_to_arrive_to_the_battlefield_on_time,_^and_will_not_pause_for_our_supporting_forces_to_rejoin_us.^^The_Allies_are_said_to_greatly_outnumber_our_own_troops,_especially_in_cavalry._It_seems_that_the_^battle_will_be_defensive_this_time,_but_the_situation_remains_unclear._A_messenger_from_the_Emperors_^headquarters_informed_us,_as_he_rode_past_our_column,_that_our_rear_guard_had_been_driven_back_^near_a_place_called_Vishau,_and_were_retreating_towards_Austerlitz^^I_dare_not_speak_of_it,_but_thoughts_of_the_upcoming_battle_fill_me_with_terror._Marengo_was_the_last_^Well,_I_should_say_the_only_large_battle_I_took_part_in,_and_this_was_almost_5_years_ago._I_still_^remember_the_horrible_things_I_saw_that_day;_it_makes_my_body_shake_to_think_of_it._^Luckily,_I_have_been_able_to_conceal_my_feelings_thus_far;_^our_men_despise_cowardice,_and_treat_it_as_treason.
str_mission_briefing_3 August_26,_1813^We_are_preparing_to_march_on_Drezden,_where_our_small_garrison_was_formerly_besieged_by_the_far_^superior_forces_of_the_Allies._Artillery_fire_is_reported_to_be_so_powerful_that_window_glass_^shakes_even_10_kilometers_from_the_city.^^The_original_plan_was_to_raid_and_disrupt_Allied_communications,_^but_the_Emperor_revised_his_plan_two_days_ago_when_he_learned_of_a_threat_on_the_Saxon_capital._^When_he_discovered_the_scale_of_the_threat,_he_sent_us_to_save_the_city,_while_the_bulk_of_his_^forces_proceeded_with_General_Vandamme_to_continue_with_the_raid_as_originally_planned.^It_is_no_surprise_that_the_Allied_forces_will_attempt_to_seize_Dresden._Its_defenses_are_miserable,_^and_the_garrison_is_quite_insufficient._But_Napoleon_intends_to_give_the_Allies_an_unpleasant_^surprise_of_their_own,_for_the_Allies_are_not_scouting_anywhere_near_the_area_that_we_are_approaching_from.^^We_have_a_strong_force,_and_numerous_cavalry_guided_by_Prince_Murat_himself._Unfortunately,_^the_weather_seems_to_be_getting_worse_and_worse,_and_it_probably_will_be_raining_by_the_time_^we_reach_Dresden._Under_such_circumstances,_the_benefits_we_might_reap_from_our_superior_cavalry_^will_significantly_decrease.^^Myself,_I_welcome_the_battle._Finally_we_may_take_our_revenge_upon_the_Russians,_for_what_we_have_^suffered_these_past_six_months._I_have_tried_to_forget_what_horrors_we_witnessed_on_the_way_from_^Moscow_to_Berezina,_but_the_images_still_come_unbidden_to_my_mind._These_nightmares_shall_likely_^pursue_me_to_the_end_of_my_days._^We_must_win_this_battle,_and_this_war,_that_our_comrades_shall_not_have_died_in_vain.
str_mission_briefing_4 September_5,_1812^^I_grow_tired_of_this_war._The_march_has_been_tolerable,_but_the_past_few_days_were_difficult,_^and_I_am_only_now_recovering_from_an_illness._Blast,_the_climate_is_terrible!_Scorching_hot_days,_^cold_nights,_dry_air._There_are_no_more_Russian_peasants_to_be_seen._Theyâ€™ve_burned_their_houses_and_fled,_^leaving_little_to_sustain_us_on_the_long_march_towards_Moscow.^^Our_men_grow_tired_as_well._For_too_long,_they_have_been_biting_at_the_heels_of_a_fleeing_enemy._^But_they_are_cheerful_that_the_march_is_nearing_its_end,_and_gladly_greet_the_coming_battle._^We_call_the_Russians_cowards,_and_imagine_a_swift_victory,_that_we_may_return_to_the_arms_of_our_loved_ones._^Our_soldiers_even_ask_permission_to_wear_parade_uniforms_into_the_battle._Our_hopes_and_weariness_have_^blinded_us:_the_men_do_not_see_that_the_most_difficult_challenge_is_yet_to_come.^^Meanwhile,_the_Russian_soldiers_have_halted_their_retreat,_and_instead_are_digging_in_for_the_final_stand.^^Their_preparations_are_covered_by_a_great_redoubt_at_Shevardino._It_is_well_away_from_their_rear_positions,_^which_makes_it_a_fine_target._Marshall_Davout_has_received_orders_to_capture_the_redoubt_as_quickly_as_^possible._I_am_to_join_the_troops_of_General_Compans_in_this_attack,_to_ensure_that_everything_goes_as_planned.^^But_I_am_wary._Never_before_have_I_seen_such_fortifications!_I_have_grown_certain_that_these_Russians_^are_no_cowards._^They_will_retreat_no_further,_but_will_defend_their_Moscow_to_the_dying_breath.
str_mission_briefings_end mission_briefings_end
